year,primaryTitle,tconst,numVotes,colors_json
1941,Babes on Broadway,tt0034485,1742,"[""Black and White""]"
1941,Stormy Waters,tt0034093,1733,"[""Black and White""]"
1941,Great Guns,tt0033676,1702,"[""Black and White""]"
1941,A Yank in the RAF,tt0034405,1641,"[""Black and White"", ""Black and White""]"
1941,Adventures of Captain Marvel,tt0033317,1624,"[""Black and White""]"
1941,The Devil Commands,tt0033530,1609,"[""Black and White""]"
1941,One Foot in Heaven,tt0033980,1609,"[""Black and White""]"
1941,Major Barbara,tt0033868,1608,"[""Black and White""]"
1941,Footsteps in the Dark,tt0033616,1558,"[""Black and White""]"
1941,Charlie Chan in Rio,tt0033458,1547,"[""Black and White""]"
1941,The Brothers and Sisters of the Toda Family,tt0034298,1533,"[""Black and White""]"
1941,Texas,tt0034269,1521,"[""Black and White""]"
1941,When Ladies Meet,tt0034386,1521,"[""Black and White""]"
1941,Mr. Bug Goes to Town,tt0033727,1519,"[""Color""]"
1941,Bombsight Stolen,tt0033491,1500,"[""Black and White""]"
1941,"H.M. Pulham, Esq.",tt0033686,1495,"[""Black and White""]"
1941,Moon Over Miami,tt0033918,1495,"[""Color""]"
1941,Adam Had Four Sons,tt0033314,1467,"[""Black and White""]"
1941,Blues in the Night,tt0033409,1454,"[""Black and White""]"
1941,They Met in Bombay,tt0034281,1451,"[""Black and White""]"
1941,The Flame of New Orleans,tt0033606,1445,"[""Black and White""]"
1941,Dead Men Tell,tt0033519,1400,"[""Black and White""]"
1941,Rage in Heaven,tt0034078,1399,"[""Black and White""]"
1941,The Wagons Roll at Night,tt0034370,1363,"[""Black and White""]"
1941,The Gay Falcon,tt0033650,1334,"[""Black and White""]"
1941,Honky Tonk,tt0033726,1323,"[""Black and White""]"
1941,Men of Boys Town,tt0033902,1313,"[""Black and White""]"
1942,Casablanca,tt0034583,637705,"[""Black and White""]"
1942,Bambi,tt0034492,161253,"[""Color""]"
1942,To Be or Not to Be,tt0035446,47876,"[""Black and White""]"
1942,Saboteur,tt0035279,29127,"[""Black and White""]"
1942,The Magnificent Ambersons,tt0035015,28078,"[""Black and White""]"
1942,Cat People,tt0034587,27635,"[""Black and White""]"
1942,Mrs. Miniver,tt0035093,20606,"[""Black and White""]"
1942,"Now, Voyager",tt0035140,20175,"[""Black and White""]"
1942,Holiday Inn,tt0034862,18872,"[""Black and White""]"
1942,Yankee Doodle Dandy,tt0035575,17696,"[""Black and White""]"
1942,The Palm Beach Story,tt0035169,13528,"[""Color"", ""Black and White""]"
1942,The Pride of the Yankees,tt0035211,12610,"[""Black and White""]"
1942,Woman of the Year,tt0035567,11525,"[""Black and White""]"
1942,This Gun for Hire,tt0035432,11285,"[""Black and White""]"
1942,I Married a Witch,tt0034881,10389,"[""Black and White""]"
1942,The Talk of the Town,tt0035417,9643,"[""Black and White""]"
1942,Random Harvest,tt0035238,8901,"[""Black and White""]"
1942,The Major and the Minor,tt0035019,8205,"[""Black and White""]"
1942,The Glass Key,tt0034798,7737,"[""Black and White""]"
1942,The Ghost of Frankenstein,tt0034786,7664,"[""Black and White""]"
1942,Sherlock Holmes and the Secret Weapon,tt0035317,7074,"[""Black and White""]"
1942,In Which We Serve,tt0034891,6830,"[""Black and White"", ""Black and White""]"
1942,Road to Morocco,tt0035262,6099,"[""Black and White""]"
1942,Across the Pacific,tt0034428,5634,"[""Black and White""]"
1942,Sherlock Holmes and the Voice of Terror,tt0035318,5543,"[""Black and White""]"
1942,In This Our Life,tt0034890,5532,"[""Black and White""]"
1942,The Black Swan,tt0034522,5383,"[""Color"", ""Black and White""]"
1942,Kings Row,tt0034946,5298,"[""Black and White""]"
1942,All Through the Night,tt0034449,5281,"[""Black and White""]"
1942,The Jungle Book,tt0034928,4921,"[""Color"", ""Color""]"
1942,Went the Day Well?,tt0035429,4653,"[""Black and White""]"
1942,Flying Tigers,tt0034742,4457,"[""Black and White"", ""Black and White""]"
1942,Gentleman Jim,tt0034778,4425,"[""Black and White""]"
1942,You Were Never Lovelier,tt0035583,4376,"[""Black and White""]"
1942,The Mummy's Tomb,tt0035096,4154,"[""Black and White""]"
1942,For Me and My Gal,tt0034746,4068,"[""Black and White""]"
1942,The Murderer Lives at Number 21,tt0034478,3830,"[""Black and White""]"
1942,Tarzan's New York Adventure,tt0035419,3752,"[""Black and White""]"
1942,Reap the Wild Wind,tt0035244,3742,"[""Color""]"
1942,The Corpse Vanishes,tt0034613,3724,"[""Black and White""]"
1942,The Spoilers,tt0035369,3504,"[""Black and White""]"
1942,Once Upon a Honeymoon,tt0035151,3447,"[""Black and White"", ""Black and White""]"
1942,Keeper of the Flame,tt0034936,3425,"[""Black and White""]"
1942,There Was a Father,tt0034591,3393,"[""Black and White""]"
1942,"Larceny, Inc",tt0034965,3316,"[""Black and White""]"
1942,Invisible Agent,tt0034902,2899,"[""Black and White""]"
1942,One of Our Aircraft Is Missing,tt0035153,2863,"[""Black and White""]"
1942,Who Done It?,tt0035555,2855,"[""Black and White""]"
1942,Desperate Journey,tt0034646,2715,"[""Black and White""]"
1942,Tales of Manhattan,tt0035415,2682,"[""Black and White""]"
1942,The Devil's Envoys,tt0035521,2572,"[""Black and White""]"
1942,Why We Fight,tt0035209,2524,"[""Black and White""]"
1942,Moontide,tt0035082,2514,"[""Color"", ""Black and White""]"
1942,Pardon My Sarong,tt0035173,2502,"[""Black and White""]"
1942,Wake Island,tt0035530,2418,"[""Black and White""]"
1942,Spitfire,tt0034734,2250,"[""Black and White""]"
1942,Tortilla Flat,tt0035460,2149,"[""Black and White""]"
1942,Eyes in the Night,tt0034711,2117,"[""Black and White""]"
1942,George Washington Slept Here,tt0034780,2055,"[""Black and White""]"
1942,Roxie Hart,tt0035272,2038,"[""Black and White""]"
1942,The Mad Monster,tt0035009,2031,"[""Black and White""]"
1942,Night Monster,tt0035124,2014,"[""Black and White""]"
1942,Aniki Bobo,tt0034461,1977,"[""Black and White""]"
1942,Son of Fury: The Story of Benjamin Blake,tt0035360,1973,"[""Black and White""]"
1942,Reunion in France,tt0035250,1945,"[""Black and White""]"
1942,Crossroads,tt0034622,1927,"[""Black and White""]"
1942,Captains of the Clouds,tt0034578,1903,"[""Color""]"
1942,My Sister Eileen,tt0035105,1860,"[""Black and White""]"
1942,Ride 'Em Cowboy,tt0035252,1820,"[""Black and White""]"
1942,Arabian Nights,tt0034465,1783,"[""Color""]"
1942,The Big Street,tt0034514,1759,"[""Black and White""]"
1942,My Favorite Blonde,tt0035100,1714,"[""Black and White""]"
1942,The Undying Monster,tt0035489,1672,"[""Black and White""]"
1942,In Old California,tt0034889,1660,"[""Black and White""]"
1942,Pittsburgh,tt0035195,1644,"[""Black and White""]"
1942,A Night to Remember,tt0036203,1532,"[""Black and White""]"
1942,Castle in the Desert,tt0034586,1526,"[""Black and White""]"
1942,The Male Animal,tt0035020,1505,"[""Black and White""]"
1942,This Above All,tt0035431,1503,"[""Black and White""]"
1942,A-Haunting We Will Go,tt0034424,1473,"[""Black and White""]"
1942,The Big Shot,tt0034513,1430,"[""Black and White""]"
1942,The Boogie Man Will Get You,tt0034540,1411,"[""Black and White""]"
1942,Bowery at Midnight,tt0034546,1402,"[""Black and White""]"
1942,Black Dragons,tt0034521,1361,"[""Black and White""]"
1942,The Courtyard of the Ballads,tt0035228,1327,"[""Black and White""]"
1942,Rio Rita,tt0035259,1323,"[""Black and White""]"
1942,The Falcon Takes Over,tt0034716,1283,"[""Black and White""]"
1942,Grand Central Murder,tt0034808,1228,"[""Black and White""]"
1942,Kid Glove Killer,tt0034941,1222,"[""Black and White""]"
1942,Orchestra Wives,tt0035157,1200,"[""Black and White""]"
1942,Rings on Her Fingers,tt0035258,1195,"[""Black and White""]"
1942,Fingers at the Window,tt0034732,1191,"[""Black and White""]"
1942,The Falcon's Brother,tt0034717,1092,"[""Black and White""]"
1942,A Date with the Falcon,tt0033517,1088,"[""Black and White""]"
1942,To the Shores of Tripoli,tt0035447,1054,"[""Color""]"
1942,Commandos Strike at Dawn,tt0035746,1050,"[""Black and White""]"
1942,Somewhere I'll Find You,tt0035356,1011,"[""Black and White""]"
1942,Journey for Margaret,tt0034923,996,"[""Black and White""]"
1942,The Gay Sisters,tt0034770,992,"[""Black and White""]"
1942,Joan of Paris,tt0034919,958,"[""Black and White""]"
1943,Shadow of a Doubt,tt0036342,73649,"[""Black and White""]"
1943,The Ox-Bow Incident,tt0036244,26316,"[""Black and White""]"
1943,The Life and Death of Colonel Blimp,tt0036112,17675,"[""Color"", ""Color""]"
1943,I Walked with a Zombie,tt0036027,14848,"[""Black and White""]"
1943,Heaven Can Wait,tt0035979,12985,"[""Color""]"
1943,Day of Wrath,tt0036506,11684,"[""Black and White""]"
1943,Le Corbeau,tt0035753,11585,"[""Black and White""]"
1943,For Whom the Bell Tolls,tt0035896,10834,"[""Color""]"
1943,Frankenstein Meets the Wolf Man,tt0035899,10614,"[""Black and White""]"
1943,Sahara,tt0036323,10567,"[""Black and White""]"
1943,Jane Eyre,tt0036969,10007,"[""Black and White""]"
1943,Phantom of the Opera,tt0036261,8967,"[""Color""]"
1943,Obsession,tt0035160,8793,"[""Black and White""]"
1943,The Seventh Victim,tt0036341,8425,"[""Black and White""]"
1943,The Miracle of Morgan's Creek,tt0037077,8207,"[""Black and White""]"
1943,The Song of Bernadette,tt0036377,8119,"[""Black and White"", ""Black and White"", ""Black and White""]"
1943,The More the Merrier,tt0036172,7989,"[""Black and White""]"
1943,Five Graves to Cairo,tt0035884,7392,"[""Black and White""]"
1943,Hangmen Also Die!,tt0035966,7002,"[""Black and White""]"
1943,Son of Dracula,tt0036376,6763,"[""Black and White""]"
1943,The Leopard Man,tt0036104,6344,"[""Black and White""]"
1943,Lassie Come Home,tt0036098,6254,"[""Color""]"
1943,Destination Tokyo,tt0035799,6056,"[""Black and White""]"
1943,Sanshiro Sugata,tt0036400,6012,"[""Black and White""]"
1943,The Spider Woman,tt0037303,5512,"[""Black and White""]"
1943,Sherlock Holmes Faces Death,tt0036348,5502,"[""Black and White""]"
1943,Watch on the Rhine,tt0036515,5322,"[""Black and White""]"
1943,The Outlaw,tt0036241,5268,"[""Black and White""]"
1943,Sherlock Holmes in Washington,tt0036349,5064,"[""Black and White""]"
1943,Journey Into Fear,tt0034922,5009,"[""Black and White""]"
1943,Action in the North Atlantic,tt0035608,4813,"[""Black and White"", ""Black and White""]"
1943,Old Acquaintance,tt0036230,4094,"[""Black and White""]"
1943,Air Force,tt0035616,4088,"[""Black and White""]"
1943,The Ghost Ship,tt0035937,4083,"[""Black and White""]"
1943,This Land Is Mine,tt0036431,4063,"[""Black and White""]"
1943,Mr. Lucky,tt0036174,3803,"[""Black and White""]"
1943,Cabin in the Sky,tt0035703,3724,"[""Black and White""]"
1943,Madame Curie,tt0036126,3438,"[""Black and White""]"
1943,The Children Are Watching Us,tt0034493,3270,"[""Black and White""]"
1943,Edge of Darkness,tt0034694,3260,"[""Black and White""]"
1943,A Guy Named Joe,tt0035959,3118,"[""Black and White""]"
1943,The Return of the Vampire,tt0037219,3059,"[""Black and White""]"
1943,Lady of Burlesque,tt0036094,3047,"[""Black and White""]"
1943,Stormy Weather,tt0036391,3035,"[""Black and White""]"
1943,Bataan,tt0035664,2862,"[""Black and White""]"
1943,The Human Comedy,tt0036022,2668,"[""Black and White""]"
1943,Batman,tt0035665,2661,"[""Black and White""]"
1943,Above Suspicion,tt0035605,2616,"[""Black and White""]"
1943,Tarzan Triumphs,tt0036414,2500,"[""Black and White""]"
1943,Girl Crazy,tt0035942,2385,"[""Black and White""]"
1943,Guadalcanal Diary,tt0035957,2369,"[""Black and White""]"
1943,Tarzan's Desert Mystery,tt0035795,2350,"[""Black and White""]"
1943,The Adventures of Baron Munchausen,tt0036191,2300,"[""Color""]"
1943,Thank Your Lucky Stars,tt0036422,2256,"[""Black and White""]"
1943,So Proudly We Hail!,tt0036367,2216,"[""Black and White""]"
1943,The Gang's All Here,tt0035916,2172,"[""Color"", ""Color""]"
1943,The Fallen Sparrow,tt0035860,2076,"[""Black and White""]"
1943,The North Star,tt0036217,1977,"[""Black and White""]"
1943,Titanic,tt0036443,1968,"[""Black and White""]"
1943,Carnival of Sinners,tt0035017,1926,"[""Black and White""]"
1943,Crash Dive,tt0035763,1896,"[""Black and White"", ""Color""]"
1943,Stage Door Canteen,tt0036384,1896,"[""Black and White""]"
1943,Angels of Sin,tt0035636,1894,"[""Black and White""]"
1943,Du Barry Was a Lady,tt0035829,1839,"[""Color""]"
1943,Hit the Ice,tt0036004,1809,"[""Black and White""]"
1943,We Dive at Dawn,tt0036516,1794,"[""Black and White""]"
1943,Dead Men Walk,tt0035784,1785,"[""Black and White""]"
1943,The Desperadoes,tt0035798,1774,"[""Color""]"
1943,'Gung Ho!': The Story of Carlson's Makin Island Raiders,tt0035958,1757,"[""Black and White""]"
1943,Background to Danger,tt0035659,1754,"[""Black and White""]"
1943,The Man in Grey,tt0036135,1726,"[""Black and White""]"
1943,Northern Pursuit,tt0036218,1704,"[""Black and White""]"
1943,The Battle of Russia,tt0036629,1693,"[""Black and White""]"
1943,The Constant Nymph,tt0035751,1680,"[""Black and White""]"
1943,Ghosts on the Loose,tt0035939,1680,"[""Black and White""]"
1943,In Old Oklahoma,tt0036038,1665,"[""Black and White""]"
1943,The Hard Way,tt0034828,1656,"[""Black and White""]"
1943,Princess O'Rourke,tt0036277,1638,"[""Black and White""]"
1943,The Ape Man,tt0035640,1589,"[""Black and White""]"
1943,A Lady Takes a Chance,tt0036092,1563,"[""Black and White""]"
1943,Jitterbugs,tt0036055,1487,"[""Black and White""]"
1943,Ali Baba and the Forty Thieves,tt0036591,1460,"[""Color"", ""Color""]"
1943,This Is the Army,tt0036430,1426,"[""Color""]"
1943,Fires Were Started,tt0035881,1419,"[""Black and White""]"
1943,Presenting Lily Mars,tt0036275,1380,"[""Black and White""]"
1943,Destroyer,tt0035800,1374,"[""Black and White"", ""Black and White""]"
1943,Calling Dr. Death,tt0035706,1367,"[""Black and White""]"
1943,Cry 'Havoc',tt0035770,1339,"[""Black and White""]"
1943,Victory Through Air Power,tt0036497,1314,"[""Color"", ""Color""]"
1943,Flesh and Fantasy,tt0035885,1301,"[""Black and White""]"
1943,The Sky's the Limit,tt0036363,1278,"[""Black and White""]"
1943,Air Raid Wardens,tt0035617,1260,"[""Black and White""]"
1943,Thousands Cheer,tt0036432,1256,"[""Color""]"
1943,The Dancing Masters,tt0035777,1190,"[""Black and White""]"
1943,The Adventures of Tartu,tt0035612,1188,"[""Black and White""]"
1943,Millions Like Us,tt0036160,1188,"[""Black and White"", ""Black and White""]"
1943,No Time for Love,tt0036208,1156,"[""Black and White""]"
1943,It Happened at the Inn,tt0035951,1141,"[""Black and White""]"
1943,A Stranger in Town,tt0036395,1140,"[""Black and White""]"
1943,Captive Wild Woman,tt0035713,1124,"[""Black and White""]"
1944,Double Indemnity,tt0036775,176382,"[""Black and White""]"
1944,Arsenic and Old Lace,tt0036613,77351,"[""Black and White""]"
1944,Laura,tt0037008,54195,"[""Black and White""]"
1944,To Have and Have Not,tt0037382,40020,"[""Black and White""]"
1944,Gaslight,tt0036855,36412,"[""Black and White""]"
1944,Lifeboat,tt0037017,32840,"[""Black and White""]"
1944,Meet Me in St. Louis,tt0037059,29832,"[""Color""]"
1944,The Woman in the Window,tt0037469,18912,"[""Color"", ""Black and White""]"
1944,The Three Caballeros,tt0038166,16563,"[""Color""]"
1944,"Murder, My Sweet",tt0037101,15700,"[""Black and White""]"
1944,Going My Way,tt0036872,14362,"[""Black and White""]"
1944,The Uninvited,tt0037415,13176,"[""Black and White""]"
1944,"Ivan the Terrible, Part I",tt0037824,11428,"[""Black and White""]"
1944,Ministry of Fear,tt0037075,9397,"[""Black and White""]"
1944,National Velvet,tt0037120,8547,"[""Color""]"
1944,House of Frankenstein,tt0036931,8334,"[""Black and White""]"
1944,The Curse of the Cat People,tt0036733,7661,"[""Black and White""]"
1944,Henry V,tt0036910,7481,"[""Color""]"
1944,Mr. Skeffington,tt0037094,7037,"[""Black and White""]"
1944,A Canterbury Tale,tt0036695,6964,"[""Black and White""]"
1944,Thirty Seconds Over Tokyo,tt0037366,6881,"[""Black and White""]"
1944,The Punch Bowl,tt0036818,6866,"[""Black and White""]"
1944,The Thin Man Goes Home,tt0037365,6664,"[""Black and White""]"
1944,Cover Girl,tt0036723,6285,"[""Color""]"
1944,Phantom Lady,tt0036260,6265,"[""Black and White""]"
1944,The Scarlet Claw,tt0037248,6245,"[""Black and White""]"
1944,Hail the Conquering Hero,tt0036891,5416,"[""Black and White""]"
1944,Passage to Marseille,tt0037166,5393,"[""Black and White""]"
1944,Since You Went Away,tt0037280,5364,"[""Black and White""]"
1944,The Pearl of Death,tt0037168,5203,"[""Black and White""]"
1944,This Happy Breed,tt0037367,4400,"[""Color""]"
1944,The Lodger,tt0037024,4301,"[""Color""]"
1944,The Mask of Dimitrios,tt0037055,4269,"[""Black and White""]"
1944,The Fighting Seabees,tt0036824,4115,"[""Black and White""]"
1944,Torment,tt0036914,3995,"[""Black and White""]"
1944,Tall in the Saddle,tt0037343,3851,"[""Black and White""]"
1944,The Suspect,tt0037330,3802,"[""Black and White""]"
1944,The Mummy's Ghost,tt0037099,3693,"[""Black and White""]"
1944,The Mummy's Curse,tt0037098,3650,"[""Black and White""]"
1944,The Canterville Ghost,tt0036696,3501,"[""Black and White""]"
1944,The Keys of the Kingdom,tt0036983,3314,"[""Black and White""]"
1944,The Seventh Cross,tt0037263,3231,"[""Black and White""]"
1944,It Happened Tomorrow,tt0036962,3145,"[""Black and White""]"
1944,I Accuse My Parents,tt0037798,3123,"[""Black and White""]"
1944,The Invisible Man's Revenge,tt0036959,3003,"[""Black and White""]"
1944,None But the Lonely Heart,tt0037135,2983,"[""Black and White""]"
1944,I'll Be Seeing You,tt0036940,2694,"[""Black and White""]"
1944,The Most Beautiful,tt0036947,2652,"[""Black and White""]"
1944,Hollywood Canteen,tt0036922,2604,"[""Black and White""]"
1944,Between Two Worlds,tt0036641,2556,"[""Black and White""]"
1944,The Princess and the Pirate,tt0037193,2551,"[""Color""]"
1944,The Fighting Sullivans,tt0037323,2482,"[""Black and White"", ""Black and White""]"
1944,The Way Ahead,tt0037449,2378,"[""Black and White""]"
1944,Bluebeard,tt0036653,2274,"[""Black and White""]"
1944,Experiment Perilous,tt0036807,2259,"[""Black and White""]"
1944,In Society,tt0036953,2212,"[""Black and White""]"
1944,Bathing Beauty,tt0036628,2036,"[""Color""]"
1944,The Memphis Belle: A Story of a Flying Fortress,tt0036152,2027,"[""Color""]"
1944,Mrs. Parkington,tt0037096,1974,"[""Color"", ""Black and White""]"
1944,The White Cliffs of Dover,tt0037462,1949,"[""Black and White""]"
1944,Wilson,tt0037465,1809,"[""Color"", ""Black and White""]"
1944,Buffalo Bill,tt0036677,1787,"[""Color""]"
1944,Christmas Holiday,tt0036711,1770,"[""Black and White""]"
