year,primaryTitle,tconst,numVotes,colors_json
1937,The Last Gangster,tt0029118,1898,"[""Black and White""]"
1937,True Confession,tt0029695,1843,"[""Black and White""]"
1937,Conquest,tt0028739,1817,"[""Black and White""]"
1937,That Certain Woman,tt0029650,1796,"[""Black and White""]"
1937,The Last of Mrs. Cheyney,tt0029120,1781,"[""Black and White""]"
1937,Charlie Chan at Monte Carlo,tt0028707,1739,"[""Black and White""]"
1937,The Story of the Fox,tt0021309,1694,"[""Black and White""]"
1937,Charlie Chan on Broadway,tt0028709,1691,"[""Black and White""]"
1937,Ever Since Eve,tt0028842,1646,"[""Black and White""]"
1937,Mannequin,tt0030413,1584,"[""Black and White""]"
1937,King Solomon's Mines,tt0029081,1583,"[""Black and White""]"
1937,Dark Journey,tt0028767,1566,"[""Black and White""]"
1937,Knight Without Armor,tt0029087,1562,"[""Black and White""]"
1937,Broadway Melody of 1938,tt0028665,1469,"[""Black and White""]"
1937,Stand-In,tt0029605,1416,"[""Black and White""]"
1937,What Did the Lady Forget?,tt0029557,1409,"[""Black and White""]"
1937,Confession,tt0028737,1356,"[""Black and White""]"
1937,Quality Street,tt0029454,1355,"[""Black and White""]"
1937,One Hundred Men and a Girl,tt0029347,1336,"[""Black and White""]"
1937,The Bride Wore Red,tt0028661,1326,"[""Black and White""]"
1937,"Think Fast, Mr. Moto",tt0029660,1304,"[""Black and White""]"
1937,Breakfast for Two,tt0028659,1288,"[""Black and White""]"
1937,The Toast of New York,tt0029675,1260,"[""Black and White""]"
1937,Maytime,tt0029222,1247,"[""Black and White""]"
1937,Storm in a Teacup,tt0029611,1244,"[""Black and White""]"
1937,Night Key,tt0029309,1188,"[""Black and White""]"
1937,Personal Property,tt0029395,1166,"[""Black and White""]"
1937,Seventh Heaven,tt0029539,1157,"[""Black and White""]"
1937,"Thank You, Mr. Moto",tt0029648,1144,"[""Black and White""]"
1937,Bulldog Drummond Escapes,tt0028668,1143,"[""Black and White""]"
1937,Born to the West,tt0028653,1096,"[""Black and White""]"
1937,Something to Sing About,tt0029588,1081,"[""Black and White""]"
1937,Un Carnet de bal,tt0029706,1050,"[""Black and White""]"
1937,Two Merry Adventurers,tt0029210,1041,"[""Black and White""]"
1937,Song at Midnight,tt0206442,1024,"[""Black and White""]"
1937,Love Is News,tt0029165,1015,"[""Black and White""]"
1937,Street Angel,tt0183828,993,"[""Black and White""]"
1937,"Swing High, Swing Low",tt0029626,963,"[""Black and White""]"
1937,Souls at Sea,tt0029593,945,"[""Black and White""]"
1937,The Great O'Malley,tt0028955,928,"[""Black and White""]"
1937,The Spanish Earth,tt0029594,905,"[""Black and White""]"
1937,Elephant Boy,tt0028827,896,"[""Black and White""]"
1937,Bulldog Drummond Comes Back,tt0028667,888,"[""Black and White""]"
1937,Hollywood Hotel,tt0029010,874,"[""Black and White""]"
1937,Internes Can't Take Money,tt0029050,872,"[""Black and White""]"
1937,Wise Girl,tt0029786,866,"[""Black and White""]"
1937,The Emperor's Candlesticks,tt0028829,864,"[""Black and White""]"
1937,A Family Affair,tt0028850,860,"[""Black and White""]"
1937,Murder at the Baskervilles,tt0029565,839,"[""Black and White""]"
1937,Lady Killer,tt0028966,838,"[""Black and White""]"
1937,The Great Garrick,tt0028953,821,"[""Black and White"", ""Black and White""]"
1937,Bulldog Drummond's Revenge,tt0028670,811,"[""Black and White""]"
1937,The Dybbuk,tt0030092,792,"[""Black and White""]"
1937,It Happened in Hollywood,tt0029056,775,"[""Black and White""]"
1937,Café Metropole,tt0028676,770,"[""Black and White""]"
1937,Another Dawn,tt0028579,765,"[""Black and White""]"
1938,Bringing Up Baby,tt0029947,68906,"[""Black and White""]"
1938,The Lady Vanishes,tt0030341,59949,"[""Black and White""]"
1938,The Adventures of Robin Hood,tt0029843,56666,"[""Color""]"
1938,You Can't Take It with You,tt0030993,29566,"[""Black and White""]"
1938,Angels with Dirty Faces,tt0029870,24269,"[""Black and White""]"
1938,Holiday,tt0030241,19529,"[""Black and White""]"
1938,Jezebel,tt0030287,15903,"[""Black and White""]"
1938,Alexander Nevsky,tt0029850,12860,"[""Black and White""]"
1938,Port of Shadows,tt0030643,10510,"[""Black and White""]"
1938,Pygmalion,tt0030637,10191,"[""Black and White""]"
1938,Reefer Madness,tt0028346,9723,"[""Black and White""]"
1938,A Christmas Carol,tt0029992,9430,"[""Black and White""]"
1938,The Human Beast,tt0029957,8774,"[""Black and White""]"
1938,Boys Town,tt0029942,6714,"[""Black and White""]"
1938,Room Service,tt0030696,5786,"[""Black and White""]"
1938,Olympia Part One: Festival of the Nations,tt0030522,5594,"[""Black and White""]"
1938,Bluebeard's Eighth Wife,tt0029929,5035,"[""Black and White""]"
1938,Block-Heads,tt0029923,4799,"[""Black and White""]"
1938,Vivacious Lady,tt0030944,4680,"[""Black and White""]"
1938,Olympia Part Two: Festival of Beauty,tt0030523,4594,"[""Black and White""]"
1938,Carefree,tt0029971,4542,"[""Black and White""]"
1938,The Dawn Patrol,tt0030044,3581,"[""Black and White""]"
1938,Algiers,tt0029855,3503,"[""Black and White""]"
1938,Marie Antoinette,tt0030418,3468,"[""Black and White""]"
1938,Hotel du Nord,tt0030252,3462,"[""Black and White""]"
1938,The Amazing Dr. Clitterhouse,tt0029864,3173,"[""Black and White""]"
1938,The Mad Miss Manton,tt0030396,3052,"[""Black and White""]"
1938,Test Pilot,tt0030848,2902,"[""Black and White""]"
1938,In Old Chicago,tt0029047,2778,"[""Black and White""]"
1938,They Made Me a Criminal,tt0032022,2735,"[""Color"", ""Black and White""]"
1938,A Slight Case of Murder,tt0030764,2705,"[""Black and White""]"
1938,The Baker's Wife,tt0030127,2585,"[""Black and White""]"
1938,The Citadel,tt0029995,2507,"[""Black and White""]"
1938,Merrily We Live,tt0030442,2473,"[""Black and White""]"
1938,Swiss Miss,tt0030824,2468,"[""Black and White""]"
1938,Alexander's Ragtime Band,tt0029852,2435,"[""Black and White""]"
1938,The Adventures of Tom Sawyer,tt0029844,2395,"[""Color""]"
1938,Four Daughters,tt0030149,2381,"[""Black and White""]"
1938,Three Comrades,tt0030865,2262,"[""Black and White""]"
1938,The Sisters,tt0030755,2226,"[""Black and White""]"
1938,Love Finds Andy Hardy,tt0030386,2154,"[""Black and White""]"
1938,Rebecca of Sunnybrook Farm,tt0030657,2032,"[""Black and White""]"
1938,The Terror of Tiny Town,tt0030845,2011,"[""Black and White""]"
1938,You and Me,tt0030996,2011,"[""Black and White""]"
1938,The Cowboy and the Lady,tt0030018,1946,"[""Black and White""]"
1938,Charlie Chan in Honolulu,tt0029984,1923,"[""Black and White""]"
1938,The Young in Heart,tt0031002,1782,"[""Black and White""]"
1938,The Shopworn Angel,tt0030744,1756,"[""Black and White""]"
1938,The Divorce of Lady X,tt0030063,1741,"[""Color""]"
1938,Too Hot to Handle,tt0030879,1732,"[""Black and White""]"
1938,Topper Takes a Trip,tt0032043,1610,"[""Black and White""]"
1938,The Sidewalks of London,tt0030746,1564,"[""Black and White""]"
1938,Crime School,tt0030026,1537,"[""Black and White""]"
1938,Mr. Moto's Last Warning,tt0031678,1511,"[""Black and White""]"
1938,La Marseillaise,tt0030424,1474,"[""Black and White""]"
1938,Of Human Hearts,tt0030517,1473,"[""Black and White""]"
1938,The Shining Hour,tt0030743,1439,"[""Black and White""]"
1938,The Great Waltz,tt0030202,1425,"[""Black and White""]"
1938,A Yank at Oxford,tt0030989,1409,"[""Black and White""]"
1938,Four's a Crowd,tt0030151,1408,"[""Black and White""]"
1938,"Mr. Wong, Detective",tt0030473,1365,"[""Black and White""]"
1938,The Adventures of Marco Polo,tt0029842,1278,"[""Black and White""]"
1938,Nancy Drew: Detective,tt0030491,1245,"[""Black and White""]"
1938,A Woman's Face,tt0030337,1230,"[""Black and White""]"
1938,The Big Broadcast of 1938,tt0029912,1147,"[""Black and White""]"
1938,Child Bride,tt0029989,1135,"[""Black and White""]"
1938,Flash Gordon's Trip to Mars,tt0030138,1112,"[""Black and White"", ""Black and White""]"
1938,If I Were King,tt0030265,1101,"[""Black and White""]"
1938,The Saint in New York,tt0030709,1099,"[""Black and White""]"
1938,Having Wonderful Time,tt0030216,1075,"[""Black and White""]"
1938,There's Always a Woman,tt0030857,1075,"[""Black and White""]"
1938,The Rage of Paris,tt0030652,1066,"[""Black and White""]"
1938,Little Miss Broadway,tt0030371,998,"[""Black and White""]"
1938,Boys' School,tt0030062,995,"[""Black and White""]"
1938,The Drum,tt0030082,995,"[""Color""]"
1938,Suez,tt0030811,959,"[""Black and White""]"
1938,Joy of Living,tt0030293,947,"[""Black and White""]"
1938,Four Men and a Prayer,tt0030150,945,"[""Black and White""]"
1938,Mysterious Mr. Moto,tt0030483,943,"[""Black and White""]"
1938,"Listen, Darling",tt0030368,917,"[""Black and White""]"
1938,Blondie,tt0029927,911,"[""Black and White""]"
1938,Too Much Johnson,tt0030881,908,"[""Black and White""]"
1938,The Masseurs and a Woman,tt0426900,876,"[""Black and White""]"
1938,Mr. Moto's Gamble,tt0030470,866,"[""Black and White""]"
1938,Mr. Moto Takes a Chance,tt0030469,859,"[""Black and White""]"
1938,Heartbeat,tt0030722,850,"[""Black and White""]"
1938,Racket Busters,tt0030650,840,"[""Black and White""]"
1938,Boy Meets Girl,tt0029940,833,"[""Black and White""]"
1938,Volga - Volga,tt0030947,831,"[""Black and White""]"
1938,The Buccaneer,tt0029950,829,"[""Black and White""]"
1938,Gorky 1: The Childhood of Maxim Gorky,tt0030055,829,"[""Black and White""]"
1938,Hard to Get,tt0030214,804,"[""Black and White""]"
1938,Trade Winds,tt0030888,783,"[""Black and White""]"
1938,Sweethearts,tt0030817,769,"[""Color""]"
1938,Young Dr. Kildare,tt0031000,762,"[""Black and White""]"
1938,Tarzan's Revenge,tt0030833,754,"[""Black and White""]"
1938,Bulldog Drummond in Africa,tt0029951,753,"[""Black and White""]"
1938,The Baroness and the Butler,tt0029899,752,"[""Black and White""]"
1938,Bulldog Drummond's Peril,tt0029952,740,"[""Black and White""]"
1938,Kentucky,tt0030317,734,"[""Color""]"
1939,The Wizard of Oz,tt0032138,454590,"[""Color"", ""Black and White"", ""Black and White""]"
1939,Gone with the Wind,tt0031381,349245,"[""Color""]"
1939,Mr. Smith Goes to Washington,tt0031679,127060,"[""Black and White""]"
1939,Stagecoach,tt0031971,57099,"[""Black and White""]"
1939,The Rules of the Game,tt0031885,32730,"[""Black and White""]"
1939,Ninotchka,tt0031725,24142,"[""Black and White"", ""Black and White""]"
1939,Wuthering Heights,tt0032145,20883,"[""Black and White""]"
1939,The Roaring Twenties,tt0031867,16807,"[""Black and White""]"
1939,Only Angels Have Wings,tt0031762,16685,"[""Black and White""]"
1939,The Women,tt0032143,15717,"[""Black and White"", ""Color""]"
1939,Gunga Din,tt0031398,13380,"[""Black and White""]"
1939,Destry Rides Again,tt0031225,13147,"[""Black and White"", ""Black and White""]"
1939,Dark Victory,tt0031210,13100,"[""Black and White""]"
1939,The Hunchback of Notre Dame,tt0031455,12946,"[""Black and White""]"
1939,Son of Frankenstein,tt0031951,12618,"[""Black and White""]"
1939,The Hound of the Baskervilles,tt0031448,12422,"[""Black and White""]"
1939,"Goodbye, Mr. Chips",tt0031385,12065,"[""Black and White""]"
1939,Jamaica Inn,tt0031505,11890,"[""Black and White""]"
1939,Young Mr. Lincoln,tt0032155,9685,"[""Black and White""]"
1939,Daybreak,tt0031514,8696,"[""Black and White""]"
1939,Another Thin Man,tt0031047,8574,"[""Black and White""]"
1939,The Adventures of Sherlock Holmes,tt0031022,7910,"[""Black and White""]"
1939,Remember the Night,tt0032981,7848,"[""Black and White""]"
1939,Of Mice and Men,tt0031742,7299,"[""Black and White""]"
1939,Drums Along the Mohawk,tt0031252,7158,"[""Color"", ""Color"", ""Color"", ""Color"", ""Color""]"
1939,The Little Princess,tt0031580,7097,"[""Color""]"
1939,Love Affair,tt0031593,6926,"[""Black and White""]"
1939,The Four Feathers,tt0031334,6909,"[""Color""]"
1939,Beau Geste,tt0031088,6847,"[""Black and White""]"
1939,At the Circus,tt0031060,6645,"[""Black and White""]"
1939,The Private Lives of Elizabeth and Essex,tt0031826,6494,"[""Color""]"
1939,Midnight,tt0031647,6179,"[""Black and White""]"
1939,Dodge City,tt0031235,6152,"[""Color"", ""Color""]"
1939,The Flying Deuces,tt0031322,6063,"[""Black and White""]"
1939,Jesse James,tt0031507,5207,"[""Color"", ""Color""]"
1939,Gulliver's Travels,tt0031397,5198,"[""Color""]"
1939,Bachelor Mother,tt0031067,4926,"[""Black and White""]"
1939,The Story of the Last Chrysanthemum,tt0032156,4722,"[""Black and White""]"
1939,Made for Each Other,tt0031602,4357,"[""Black and White""]"
1939,The Old Maid,tt0031750,4251,"[""Black and White""]"
1939,The Cat and the Canary,tt0031143,4089,"[""Black and White""]"
1939,Each Dawn I Die,tt0031260,4062,"[""Black and White""]"
1939,In Name Only,tt0031477,3837,"[""Black and White""]"
1939,Union Pacific,tt0032080,3732,"[""Black and White""]"
1939,Tarzan Finds a Son!,tt0032007,3731,"[""Black and White"", ""Black and White""]"
1939,It's a Wonderful World,tt0031500,3616,"[""Black and White""]"
1939,Intermezzo,tt0031491,3071,"[""Black and White""]"
1939,Babes in Arms,tt0031066,3007,"[""Black and White""]"
1939,The Story of Vernon and Irene Castle,tt0031983,2896,"[""Black and White""]"
1939,The Oklahoma Kid,tt0031747,2843,"[""Black and White"", ""Black and White""]"
1939,U-Boat 29,tt0031968,2790,"[""Black and White""]"
1939,The Return of Doctor X,tt0031851,2748,"[""Black and White""]"
1939,Juarez,tt0031516,2677,"[""Black and White""]"
1939,Five Came Back,tt0031314,2518,"[""Black and White""]"
1939,The Rains Came,tt0031835,2425,"[""Black and White""]"
1939,On Borrowed Time,tt0031754,2418,"[""Black and White""]"
1939,Tower of London,tt0032049,2359,"[""Black and White""]"
1939,Golden Boy,tt0031377,2305,"[""Black and White""]"
1939,Confessions of a Nazi Spy,tt0031173,2303,"[""Black and White""]"
1939,Invisible Stripes,tt0032636,2125,"[""Black and White""]"
1939,The Man They Could Not Hang,tt0031614,2123,"[""Black and White""]"
1939,The Man in the Iron Mask,tt0031619,2092,"[""Black and White""]"
1939,You Can't Cheat an Honest Man,tt0032152,1969,"[""Black and White""]"
1939,Charlie Chan at Treasure Island,tt0031147,1958,"[""Black and White""]"
1939,Idiot's Delight,tt0031473,1904,"[""Black and White""]"
1939,Allegheny Uprising,tt0031033,1888,"[""Black and White""]"
1939,Fifth Avenue Girl,tt0031302,1876,"[""Black and White""]"
1939,The Gorilla,tt0031387,1775,"[""Black and White""]"
1939,King of the Underworld,tt0031536,1722,"[""Black and White""]"
1939,The Human Monster,tt0031208,1689,"[""Black and White""]"
1939,Stanley and Livingstone,tt0031973,1624,"[""Black and White""]"
1939,Charlie Chan in Reno,tt0031149,1591,"[""Black and White""]"
1939,Nancy Drew... Reporter,tt0031709,1535,"[""Black and White""]"
1939,The Adventures of Huckleberry Finn,tt0031020,1517,"[""Black and White""]"
1939,You Can't Get Away with Murder,tt0032153,1453,"[""Black and White""]"
1939,City in Darkness,tt0031148,1425,"[""Black and White""]"
1939,British Intelligence,tt0032283,1395,"[""Black and White""]"
1939,Raffles,tt0032963,1325,"[""Black and White""]"
1939,The Real Glory,tt0031842,1294,"[""Black and White""]"
1939,The Story of Alexander Graham Bell,tt0031981,1238,"[""Black and White""]"
1939,The Phantom Creeps,tt0031796,1185,"[""Black and White""]"
1939,Clouds Over Europe,tt0031831,1174,"[""Black and White""]"
1939,Frontier Marshal,tt0031346,1136,"[""Black and White""]"
1939,The Saint Strikes Back,tt0031890,1128,"[""Black and White""]"
1939,La fin du jour,tt0031309,1118,"[""Black and White""]"
1939,The Ice Follies of 1939,tt0031470,1109,"[""Black and White"", ""Color""]"
1939,The Mystery of Mr. Wong,tt0031704,1108,"[""Black and White""]"
1939,Dust Be My Destiny,tt0031259,1073,"[""Black and White""]"
1939,Ask a Policeman,tt0031058,1068,"[""Black and White""]"
1939,Buck Rogers,tt0032290,1063,"[""Color"", ""Black and White""]"
1939,Susannah of the Mounties,tt0031995,1047,"[""Black and White""]"
1939,Mr. Wong in Chinatown,tt0031680,1046,"[""Black and White""]"
1939,The Saint in London,tt0031891,1037,"[""Black and White""]"
1939,Nancy Drew and the Hidden Staircase,tt0031708,1023,"[""Black and White""]"
1939,Eternally Yours,tt0031282,942,"[""Black and White""]"
1939,Day-Time Wife,tt0031215,927,"[""Black and White""]"
1939,The Lone Wolf Spy Hunt,tt0031589,914,"[""Black and White""]"
1939,Fast and Furious,tt0031298,893,"[""Black and White""]"
1939,Blind Alley,tt0031104,891,"[""Black and White""]"
1939,Nancy Drew... Trouble Shooter,tt0031710,881,"[""Black and White""]"
1940,The Great Dictator,tt0032553,250935,"[""Black and White""]"
1940,Pinocchio,tt0032910,168124,"[""Color""]"
1940,Rebecca,tt0032976,160035,"[""Black and White""]"
1940,Fantasia,tt0032455,108750,"[""Color"", ""Color"", ""Color""]"
1940,The Grapes of Wrath,tt0032551,106132,"[""Black and White""]"
1940,The Philadelphia Story,tt0032904,76928,"[""Black and White""]"
1940,His Girl Friday,tt0032599,66237,"[""Black and White""]"
1940,The Shop Around the Corner,tt0033045,42005,"[""Black and White""]"
1940,Foreign Correspondent,tt0032484,25277,"[""Black and White""]"
1940,The Letter,tt0032701,15414,"[""Black and White""]"
1940,The Thief of Bagdad,tt0033152,15384,"[""Color""]"
1940,My Favorite Wife,tt0029284,12214,"[""Black and White""]"
1940,The Mark of Zorro,tt0032762,11611,"[""Black and White""]"
1940,Waterloo Bridge,tt0033238,11497,"[""Black and White""]"
1940,The Sea Hawk,tt0033028,11278,"[""Black and White"", ""Black and White""]"
1940,They Drive by Night,tt0033149,9772,"[""Black and White""]"
1940,Pride and Prejudice,tt0032943,9733,"[""Black and White""]"
1940,The Bank Dick,tt0032234,8064,"[""Black and White""]"
1940,The Westerner,tt0033253,7290,"[""Black and White""]"
1940,The Mortal Storm,tt0032811,6585,"[""Black and White""]"
1940,Night Train to Munich,tt0032842,6016,"[""Black and White""]"
1940,Go West,tt0032536,6008,"[""Black and White""]"
1940,The Invisible Man Returns,tt0032635,5843,"[""Black and White""]"
1940,Angel Street,tt0031359,5710,"[""Black and White""]"
1940,"All This, and Heaven Too",tt0032194,5679,"[""Black and White""]"
1940,The Long Voyage Home,tt0032728,5327,"[""Black and White""]"
1940,The Mummy's Hand,tt0032818,5086,"[""Black and White""]"
1940,Stranger on the Third Floor,tt0033107,4887,"[""Black and White""]"
1940,The Great McGinty,tt0032554,4758,"[""Black and White""]"
1940,A Chump at Oxford,tt0032339,4609,"[""Black and White""]"
1940,Christmas in July,tt0032338,4605,"[""Black and White""]"
1940,The Ghost Breakers,tt0032520,4436,"[""Black and White""]"
1940,Santa Fe Trail,tt0033021,4432,"[""Black and White""]"
1940,Kitty Foyle,tt0032671,4313,"[""Black and White""]"
1940,Road to Singapore,tt0032993,4233,"[""Black and White""]"
1940,Northwest Passage,tt0032851,4185,"[""Color""]"
1940,The Eternal Jew,tt0156524,4051,"[""Black and White""]"
1940,Boom Town,tt0032273,4032,"[""Black and White""]"
1940,I Love You Again,tt0032617,4027,"[""Black and White""]"
1940,The Return of Frank James,tt0032983,3899,"[""Color""]"
1940,The Invisible Woman,tt0032637,3704,"[""Black and White""]"
1940,The Devil Bat,tt0032390,3695,"[""Black and White""]"
1940,Jud Süß,tt0032653,3588,"[""Black and White""]"
1940,"Dance, Girl, Dance",tt0032376,3361,"[""Black and White""]"
1940,Brother Orchid,tt0032285,3340,"[""Black and White""]"
1940,Saps at Sea,tt0033022,3298,"[""Black and White""]"
1940,My Little Chickadee,tt0032828,3267,"[""Black and White""]"
1940,Dark Command,tt0032383,3245,"[""Black and White""]"
1940,Our Town,tt0032881,3221,"[""Black and White""]"
1940,Black Friday,tt0032258,3194,"[""Black and White""]"
1940,Strange Cargo,tt0033105,3164,"[""Black and White""]"
1940,Virginia City,tt0033226,3161,"[""Black and White""]"
1940,Dr. Cyclops,tt0032412,3080,"[""Color"", ""Color""]"
1940,Broadway Melody of 1940,tt0032284,2962,"[""Black and White""]"
1940,City for Conquest,tt0032342,2839,"[""Black and White""]"
1940,Beyond Tomorrow,tt0032247,2533,"[""Black and White""]"
1940,Knute Rockne All American,tt0032676,2263,"[""Black and White""]"
1940,Abe Lincoln in Illinois,tt0032181,2213,"[""Black and White""]"
1940,The Ape,tt0032215,2198,"[""Black and White""]"
1940,The Fighting 69th,tt0032467,2157,"[""Black and White""]"
1940,The Blue Bird,tt0032264,2141,"[""Black and White"", ""Color""]"
1940,Strike Up the Band,tt0033110,2076,"[""Black and White""]"
1940,Primrose Path,tt0032946,1958,"[""Black and White""]"
1940,North West Mounted Police,tt0032850,1956,"[""Color""]"
1940,One Night in the Tropics,tt0032873,1950,"[""Black and White""]"
1940,Dr. Ehrlich's Magic Bullet,tt0032413,1949,"[""Black and White""]"
1940,Comrade X,tt0032349,1935,"[""Black and White""]"
1940,The Rothschilds,tt0248379,1931,"[""Black and White""]"
1940,"Edison, the Man",tt0032432,1912,"[""Black and White""]"
1940,Seven Sinners,tt0033038,1867,"[""Black and White""]"
1940,Second Chorus,tt0033029,1865,"[""Black and White""]"
1940,Charlie Chan at the Wax Museum,tt0032324,1836,"[""Black and White""]"
1940,One Million B.C.,tt0032871,1835,"[""Black and White""]"
1940,Too Many Husbands,tt0033174,1792,"[""Black and White""]"
1940,The House of the Seven Gables,tt0032610,1644,"[""Black and White""]"
1940,Johnny Apollo,tt0032651,1630,"[""Black and White""]"
1940,You'll Find Out,tt0033283,1620,"[""Black and White""]"
1940,You're Missing the Point,tt0032186,1618,"[""Black and White""]"
1940,Arizona,tt0032221,1603,"[""Black and White""]"
1940,It All Came True,tt0032643,1601,"[""Black and White""]"
1940,Charlie Chan in Panama,tt0032325,1594,"[""Black and White""]"
1940,Flash Gordon Conquers the Universe,tt0032475,1589,"[""Black and White"", ""Black and White""]"
1940,Charlie Chan's Murder Cruise,tt0032326,1553,"[""Color"", ""Black and White""]"
1940,Torrid Zone,tt0033175,1548,"[""Black and White""]"
1940,Before I Hang,tt0032245,1546,"[""Black and White""]"
1940,Doomed to Die,tt0032404,1497,"[""Color"", ""Black and White""]"
1940,Susan and God,tt0033117,1474,"[""Black and White""]"
1940,Blackout,tt0032356,1460,"[""Black and White""]"
1940,Down Argentine Way,tt0032410,1453,"[""Color""]"
1940,Murder Over New York,tt0032819,1447,"[""Color"", ""Black and White""]"
1940,Angels Over Broadway,tt0032209,1430,"[""Black and White""]"
1940,The Fatal Hour,tt0032457,1421,"[""Black and White""]"
1940,21 Days Together,tt0032179,1359,"[""Black and White""]"
1940,The Howards of Virginia,tt0032612,1342,"[""Black and White""]"
1940,Young Tom Edison,tt0033289,1341,"[""Black and White""]"
1940,No Time for Comedy,tt0032846,1319,"[""Black and White""]"
1940,Escape,tt0032447,1276,"[""Black and White""]"
1940,The Stars Look Down,tt0031976,1248,"[""Black and White""]"
1940,The Man with Nine Lives,tt0032753,1226,"[""Black and White""]"
1940,Brigham Young,tt0032281,1183,"[""Black and White""]"
1941,Citizen Kane,tt0033467,484957,"[""Black and White""]"
1941,The Maltese Falcon,tt0033870,171809,"[""Black and White""]"
1941,Dumbo,tt0033563,148190,"[""Color""]"
1941,Suspicion,tt0034248,45278,"[""Black and White""]"
1941,The Wolf Man,tt0034398,33174,"[""Black and White""]"
1941,Sullivan's Travels,tt0034240,30005,"[""Black and White""]"
1941,How Green Was My Valley,tt0033729,28201,"[""Black and White""]"
1941,The Lady Eve,tt0033804,24772,"[""Black and White""]"
1941,Sergeant York,tt0034167,20769,"[""Black and White""]"
1941,High Sierra,tt0033717,20481,"[""Black and White""]"
1941,Meet John Doe,tt0033891,15896,"[""Black and White""]"
1941,Ball of Fire,tt0033373,15245,"[""Black and White""]"
1941,The Little Foxes,tt0033836,13787,"[""Black and White""]"
1941,Mr. & Mrs. Smith,tt0033922,11962,"[""Black and White""]"
1941,Dr. Jekyll and Mr. Hyde,tt0033553,10394,"[""Black and White""]"
1941,The Man Who Came to Dinner,tt0033874,9455,"[""Black and White""]"
1941,Penny Serenade,tt0034012,8561,"[""Black and White""]"
1941,The Invaders,tt0033627,8263,"[""Black and White""]"
1941,Here Comes Mr. Jordan,tt0033712,7779,"[""Black and White""]"
1941,They Died with Their Boots On,tt0034277,7315,"[""Black and White""]"
1941,Shadow of the Thin Man,tt0034172,7305,"[""Black and White""]"
1941,Man Hunt,tt0033873,6782,"[""Black and White""]"
1941,The Devil and Daniel Webster,tt0033532,6226,"[""Black and White""]"
1941,I Wake Up Screaming,tt0033740,5704,"[""Black and White""]"
1941,The Big Store,tt0033388,5646,"[""Black and White""]"
1941,That Hamilton Woman,tt0034272,5368,"[""Black and White""]"
1941,The Devil and Miss Jones,tt0033533,5028,"[""Black and White""]"
1941,Buck Privates,tt0033436,4960,"[""Black and White""]"
1941,The Sea Wolf,tt0034162,4842,"[""Black and White""]"
1941,The Great Lie,tt0033677,4605,"[""Black and White""]"
1941,The Strawberry Blonde,tt0034236,4522,"[""Black and White""]"
1941,Hold That Ghost,tt0033723,4499,"[""Black and White""]"
1941,A Woman's Face,tt0034399,4114,"[""Black and White""]"
1941,The Reluctant Dragon,tt0034091,4097,"[""Color"", ""Black and White""]"
1941,The Bride Came C.O.D.,tt0033432,3906,"[""Black and White""]"
1941,Hellzapoppin',tt0033704,3760,"[""Black and White""]"
1941,Johnny Eager,tt0033774,3733,"[""Black and White""]"
1941,Topper Returns,tt0034303,3677,"[""Black and White""]"
1941,Ziegfeld Girl,tt0034415,3664,"[""Black and White""]"
1941,Love Crazy,tt0033852,3649,"[""Black and White""]"
1941,Western Union,tt0034384,3498,"[""Color""]"
1941,Road to Zanzibar,tt0034116,3496,"[""Black and White""]"
1941,Blood and Sand,tt0033405,3336,"[""Color""]"
1941,In the Navy,tt0033754,3308,"[""Black and White""]"
1941,Tarzan's Secret Treasure,tt0034266,3265,"[""Black and White""]"
1941,That Uncertain Feeling,tt0034274,3221,"[""Black and White""]"
1941,You'll Never Get Rich,tt0034409,3141,"[""Black and White""]"
1941,The Shanghai Gesture,tt0034175,3120,"[""Color"", ""Black and White""]"
1941,Hold Back the Dawn,tt0033722,2983,"[""Black and White""]"
1941,The 47 Ronin,tt0033654,2838,"[""Black and White""]"
1941,Invisible Ghost,tt0033760,2819,"[""Black and White""]"
1941,The Shepherd of the Hills,tt0034182,2746,"[""Color""]"
1941,Never Give a Sucker an Even Break,tt0033945,2744,"[""Black and White""]"
1941,Come Live with Me,tt0033477,2722,"[""Black and White""]"
1941,King of the Zombies,tt0033787,2688,"[""Black and White""]"
1941,Tobacco Road,tt0034297,2679,"[""Black and White""]"
1941,Out of the Fog,tt0033987,2500,"[""Black and White""]"
1941,Blossoms in the Dust,tt0033407,2459,"[""Color""]"
1941,The Black Cat,tt0033397,2346,"[""Black and White""]"
1941,Swamp Water,tt0034251,2314,"[""Black and White""]"
1941,The Face Behind the Mask,tt0033582,2310,"[""Black and White""]"
1941,Pot o' Gold,tt0034055,2207,"[""Black and White""]"
1941,Dive Bomber,tt0033537,2181,"[""Color""]"
1941,Sun Valley Serenade,tt0034241,2111,"[""Black and White""]"
1941,Ladies in Retirement,tt0033802,2105,"[""Black and White""]"
1941,It Started with Eve,tt0033766,2086,"[""Black and White""]"
1941,Two-Faced Woman,tt0034328,2081,"[""Black and White""]"
1941,Man Made Monster,tt0033879,2042,"[""Black and White""]"
1941,Spooks Run Wild,tt0034224,1979,"[""Black and White""]"
1941,Mister V,tt0034027,1956,"[""Black and White""]"
1941,Keep 'Em Flying,tt0033781,1842,"[""Black and White""]"
1941,Manpower,tt0035034,1827,"[""Black and White""]"
1941,The Ghost Train,tt0033660,1795,"[""Black and White""]"
